Sequence ID,Predicted label,Actual_Code,Actual_Label
Copia-106_BRa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDR-22_VV|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-27_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-2_ALy|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-2_ECa|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-2_Mad|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-2_PPI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-2_ROr|ClassII|TIR|Mu,PiggyBac,2.1.1.3,Mutator
MuDR-2_TC|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-33_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-38_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
ATCOPIA38A_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Copia-106_Mad-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDR-3_ATr|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-3_FV|ClassII|TIR|Mu,PiggyBac,2.1.1.3,Mutator
MuDR-3_PGr|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-3_ROr|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MuDR-3_VV__2|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-4N1_ZM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-4N5_ATr|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-4_CGi|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDr-4_HM|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MuDR-4_SBi|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
Copia-107_BRa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDR-4_ZM|ClassII|TIR|Mu,PIF-Harbinger,2.1.1.3,Mutator
MuDR-5_EPa|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-5_RC|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-5_ZM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-6_CCri|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-6_RC|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-6_ZM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-7_CCri|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-7_SBi|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-8B_CCri|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
Copia-107_Mad-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDR-8_CB|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDR-8_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-9_ALy|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-9_GM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-9_ZM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N13B_ALy|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N16_ALy|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDR-N1B_PGr|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N1_FV|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MuDR-N1_NV|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
Copia-108_BRa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDr-N1_TM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N22_ALy|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDR-N2_Mad|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N3B_ATr|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MuDR-N3_SBi|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N5_ALy|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR-N7_ALy|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MuDR-N9_SBi|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MUDR1N_SB|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR1_HV|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
Copia-108_SB-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDR1_TP|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDr2_MT__2|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR3x_SM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR3_ZM|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDR4_OS|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDr5_MT__2|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDR7x_AP|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDRASH4_MT__2|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MUDRAVI2|ClassII|TIR|Mu,Mutator,,
MuDRF-1B_PSt|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
Copia-109_CCri-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
MuDRF-1_PGr|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDRF-2_PSt|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MUDRN2_OS|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MUDROS2|ClassII|TIR|Mu,Mutator,,
MuDRx-14_PI|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MuDRx-19_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDRx-1_PPI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDRx-2_PI|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuDRx-7_PI|ClassII|TIR|Mu,Merlin,2.1.1.3,Mutator
MUDSOLD1|ClassII|TIR|Mu,Mutator,,
Copia-10_AA-I|ClassI|LTR|Copia,Bel-Pao,1.1.1,Copia
MULE-1_Cglob|ClassII|TIR|Mu,SubclassI,2.1.1.3,Mutator
MULEX_OS|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MUMETRAV__2|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MuRRS4-int|ClassI|LTR|ERV,gypsy,,
MuSHAN_MT|ClassII|TIR|Mu,Mutator,2.1.1.3,Mutator
MUTRIM1|ClassII|TIR|Mu,Mutator,,
MVB2|ClassI|SINE|t,tRNA,,
MYSERV|ClassI|LTR|ERV,Bel-Pao,,
NAVIHAT1|ClassII|TIR|h,SubclassI,,
NDNA2TNA_OS|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,1.4.5,I
Copia-10_ALY-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
Nematis_Cr|ClassI|PLE|Penelope,L1,2.1.1.6,P
Neptune1_Ren|ClassI|PLE|Penelope,gypsy,2.1.1.6,P
Neptune_Sp|ClassI|PLE|Penelope,L1,2.1.1.6,P
NERV2_MD_I|ClassI|LTR|ERV,L1,1.1,LTR
NERV4_MD_LTR|ClassI|LTR|Retrovirus,Copia,1.4.5,I
NERV6_MD_LTR|ClassI|LTR|Retrovirus,Copia,1.4.5,I
NeSL-1_CA|ClassI|LINE|R2,L1,1.4.1,R2
NeSL-1_TV|ClassI|LINE|R2,Bel-Pao,1.4.1,R2
NeSL-4_CRem|ClassI|LINE|R2,gypsy,1.4.1,R2
nhAT-1_EF|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
Copia-10_BD-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
nhat-2b_Hmel|ClassII|TIR|h,Mutator,2.1.1.2,hAT
nhat-3_Hmel|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
nhat-6_Hmel|ClassII|TIR|h,hAT,2.1.1.2,hAT
nhAT2_ML|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
nhAT5b_ML|ClassII|TIR|h,hAT,2.1.1.2,hAT
nHeliBat1a_Psu|ClassII|Helitron|Helitro,hAT,1.4.5,I
NICER19A_I|ClassI|LTR|ERV,gypsy,1.1,LTR
NICER1D_Rn_LTR|ClassI|LTR|ERV,gypsy,1.1,LTR
NICER_RN|ClassI|LTR|ERV,SubclassI,1.1,LTR
Nimb-11_LMi|ClassI|LINE|I,Jockey,1.4.5,I
Copia-10_BRa-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
Nimb-14_DR|ClassI|LINE|I,RTE,1.4.5,I
Nimb-16_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-19_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-1_CTe|ClassI|LINE|I,R2,1.4.5,I
Nimb-1_LG|ClassI|LINE|I,gypsy,1.4.5,I
Nimb-21_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-26_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-2B_SSa|ClassI|LINE|I,RTE,1.4.5,I
Nimb-2_CTe|ClassI|LINE|I,I,1.4.5,I
Nimb-2_SSa|ClassI|LINE|I,Merlin,1.4.5,I
ATCOPIA39_I|ClassI|LTR|Copia,RTE,1.1.1,Copia
Copia-10_CQ-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Nimb-34_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-39_LMi|ClassI|LINE|I,RTE,1.4.5,I
Nimb-40N1_LMi|ClassI|LINE|I,gypsy,1.4.5,I
Nimb-4_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-6_LMi|ClassI|LINE|I,DIRS,1.4.5,I
Nimb-9_DR|ClassI|LINE|I,RTE,1.4.5,I
nimbus|ClassI|LINE|I,L1,,
nMar-10_Hmel|ClassII|TIR|Tc1-Mariner,Tc1-Mariner,1.4.5,I
nMar-15_Hmel|ClassII|TIR|Tc1-Mariner,PiggyBac,1.4.5,I
nMar-1_Hmel|ClassII|TIR|Tc1-Mariner,SubclassI,1.4.5,I
Copia-10_ECa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
nMar-4_Hmel|ClassII|TIR|Tc1-Mariner,Tc1-Mariner,1.4.5,I
nMar-9_Hmel|ClassII|TIR|Tc1-Mariner,Transib,1.4.5,I
Nobel_I|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
Non-LTR-1_ACar|ClassI|?|?,L1,1.4.5,I
NonLTR-1_CR|ClassI|?|?,PIF-Harbinger,1.4.5,I
NonLTR-2_BG|ClassI|?|?,gypsy,1.4.5,I
NonLTR-3_CR|ClassI|?|?,gypsy,1.4.5,I
NonLTR-5_CR|ClassI|?|?,Jockey,1.4.5,I
Novosib-1_CR|ClassII|?|Novosib,SubclassI,1.4.5,I
Novosib-5_CR|ClassII|?|Novosib,SubclassI,1.4.5,I
Copia-10_ES-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
NPAL5A_CE|ClassII|MITE|?,SubclassI,1.4.5,I
nPIF-4_Hmel|ClassII|?|?,SubclassI,1.4.5,I
npiggy3_Mm|ClassII|TIR|Piggy,SubclassI,1.4.5,I
npiggyBac-3_Hmel|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
npiggyBac-8_Hmel|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
nTc3-4_Hmel|ClassII|?|?,SubclassI,1.4.5,I
OARE1_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Odin-2|ClassI|?|?,gypsy,,
Ogre-LE1_LTR__2|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Ogre-MT4_LTR__2|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Copia-10_JC-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Ogre-PT3_I__2|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
Ogre-VP1_LTR__2|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
OLO24B|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,,
OM2|ClassI|SINE|t,tRNA,,
OPIE2_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
ORGANDY_BM|ClassII|MITE|?,Bel-Pao,1.4.5,I
ORR1A3_LTR|ClassI|LTR|ERV,SINE,1.1,LTR
ORR1B1|ClassI|LTR|ERV,SINE,,
ORR1C|ClassI|LTR|ERV,SINE,,
ORR1D|ClassI|LTR|ERV,SINE,,
Copia-10_LMi-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
ORR1F|ClassI|LTR|ERV,gypsy,,
ORSL-2b|ClassII|TIR|h,SubclassI,,
ORTE-4_AAe|ClassI|?|?,L1,1.4.5,I
OSCOPIA2_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
OSLINE1-4|ClassI|LINE|L1,L1,,
OSMU10|ClassII|?|?,Tc1-Mariner,,
OSR38_I|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
OSR3_LTR|ClassI|LTR|Gypsy,Copia,1.1.2,gypsy
OsSN3|ClassI|SINE|t,tRNA,,
OSTE18|ClassII|?|?,SubclassI,,
Copia-10_MLP-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
OSTE23|ClassII|?|?,SubclassI,,
OSTE30|ClassII|?|?,SubclassI,,
OSTONOR1_LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
Outcast-17_AAe|ClassI|LINE|I,I,1.4.5,I
Outcast-1_DBi|ClassI|LINE|I,Jockey,1.4.5,I
Outcast-1_DWi|ClassI|LINE|I,I,1.4.5,I
Outcast-2_DTa|ClassI|LINE|I,I,1.4.5,I
P-11_HM|ClassII|TIR|P,hAT,2.1.1.6,P
P-16_HM|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-1N1_DR|ClassII|TIR|P,SubclassI,2.1.1.6,P
Copia-10_PGr-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
P-1N_HM|ClassII|TIR|P,hAT,2.1.1.6,P
P-1_AurAno|ClassII|TIR|P,CACTA,2.1.1.6,P
P-1_DR|ClassII|TIR|P,CACTA,2.1.1.6,P
P-1_Hrobusta|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-1_NV|ClassII|TIR|P,Tc1-Mariner,2.1.1.6,P
P-1_SIn|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-23_HM|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-28_HM|ClassII|TIR|P,Transib,2.1.1.6,P
P-2_CR|ClassII|TIR|P,hAT,2.1.1.6,P
P-2_LMi|ClassII|TIR|P,CACTA,2.1.1.6,P
Copia-10_Pru-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
P-31_HM|ClassII|TIR|P,Transib,2.1.1.6,P
P-36_HMa|ClassII|TIR|P,Transib,2.1.1.6,P
P-3_HM|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-4_MLP|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-7_HM|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-9_MLP|ClassII|TIR|P,SubclassI,2.1.1.6,P
P-N1_PTrit|ClassII|TIR|P,hAT,2.1.1.6,P
p-SINE1_OS|ClassI|SINE|t,SubclassI,1,Retrotransposon
P1_Cis|ClassII|TIR|P,Transib,2.1.1.6,P
P7SL_Cpo|ClassII|TIR|P,tRNA,2.1.1.6,P
Copia-10_PTc-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
PABL_BI|ClassI|LTR|ERV,gypsy,1.1,LTR
PAL8C_1|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
PAL8D_CE|ClassII|TIR|h,SubclassI,2.1.1.2,hAT
PALTA3_CE|ClassII|?|?,SubclassI,1.4.5,I
PALTTAA3_CE|ClassII|?|?,SubclassI,1.4.5,I
PAO_LTR|ClassI|LTR|Bel-Pao,Bel-Pao,2.1.1.6,P
PARISa_DAm|ClassII|TIR|Tc1-Mariner,Bel-Pao,1.4.5,I
PARISa_DK|ClassII|TIR|Tc1-Mariner,Tc1-Mariner,1.4.5,I
PARISa_DRh|ClassII|TIR|Tc1-Mariner,Tc1-Mariner,1.4.5,I
PB1D11|ClassI|SINE|?,7SL,,
Copia-10_RC-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
PCretro3_LTR|ClassI|LTR|Copia,Bel-Pao,1.1.1,Copia
PDR1_I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Ped-2|ClassI|SINE|t,tRNA,,
PENELOPE|ClassI|PLE|Penelope,RTE,,
Penelope-104_LMi|ClassI|PLE|Penelope,PiggyBac,2.1.1.6,P
Penelope-109_LMi|ClassI|PLE|Penelope,DIRS,2.1.1.6,P
Penelope-10_XT|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-114_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-119_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-11_XT|ClassI|PLE|Penelope,PiggyBac,2.1.1.6,P
ATCOPIA40_LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
Copia-10_SI-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
Penelope-12_HM|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-13_XT|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-15_HM|ClassI|PLE|Penelope,PiggyBac,2.1.1.6,P
Penelope-18_LMi|ClassI|PLE|Penelope,Tc1-Mariner,2.1.1.6,P
Penelope-1_AAe|ClassI|PLE|Penelope,Jockey,2.1.1.6,P
Penelope-1_AMi|ClassI|PLE|Penelope,I,2.1.1.6,P
Penelope-1_CTe|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-1_DRh|ClassI|PLE|Penelope,RTE,2.1.1.6,P
Penelope-1_LCh|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-1_NV|ClassI|PLE|Penelope,Jockey,2.1.1.6,P
Copia-10_ST-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Penelope-1_SK|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-22_LMi|ClassI|PLE|Penelope,DIRS,2.1.1.6,P
Penelope-28_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-2_ADi|ClassI|PLE|Penelope,Jockey,2.1.1.6,P
Penelope-2_Crp|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-2_Lch|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-2_NV|ClassI|PLE|Penelope,DIRS,2.1.1.6,P
Penelope-30_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-35_LMi|ClassI|PLE|Penelope,RTE,2.1.1.6,P
Penelope-39_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Copia-10_TMe-LTR|ClassI|LTR|Copia,SubclassI,1.1.1,Copia
Penelope-3_ADi|ClassI|PLE|Penelope,Jockey,2.1.1.6,P
Penelope-3_HM|ClassI|PLE|Penelope,Tc1-Mariner,2.1.1.6,P
Penelope-3_NV|ClassI|PLE|Penelope,Tc1-Mariner,2.1.1.6,P
Penelope-42_LMi|ClassI|PLE|Penelope,I,2.1.1.6,P
Penelope-46_LMi|ClassI|PLE|Penelope,Tc1-Mariner,2.1.1.6,P
Penelope-4_ACar|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-4_HM|ClassI|PLE|Penelope,Mutator,2.1.1.6,P
Penelope-4_SIn|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-52_LMi|ClassI|PLE|Penelope,Copia,2.1.1.6,P
Penelope-57_LMi|ClassI|PLE|Penelope,Tc1-Mariner,2.1.1.6,P
Copia-110_BRa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
Penelope-5_HM|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-5_SSa|ClassI|PLE|Penelope,L1,2.1.1.6,P
Penelope-64_LMi|ClassI|PLE|Penelope,RTE,2.1.1.6,P
Penelope-69B_LMi|ClassI|PLE|Penelope,gypsy,2.1.1.6,P
Penelope-6_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-6_XT|ClassI|PLE|Penelope,DIRS,2.1.1.6,P
Penelope-73N1_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-77_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-7_LMi|ClassI|PLE|Penelope,PiggyBac,2.1.1.6,P
Penelope-80_LMi|ClassI|PLE|Penelope,RTE,2.1.1.6,P
Copia-110_SB-LTR|ClassI|LTR|Copia,gypsy,1.1.1,Copia
Penelope-85_LMi|ClassI|PLE|Penelope,Jockey,2.1.1.6,P
Penelope-8_ACar|ClassI|PLE|Penelope,I,2.1.1.6,P
Penelope-8_SSa|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-93_LMi|ClassI|PLE|Penelope,I,2.1.1.6,P
Penelope-97_LMi|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
Penelope-9_LMi|ClassI|PLE|Penelope,PiggyBac,2.1.1.6,P
Penelope1A_XT|ClassI|PLE|Penelope,R2,2.1.1.6,P
Penelope1_CI|ClassI|PLE|Penelope,gypsy,2.1.1.6,P
Penelope3_XT|ClassI|PLE|Penelope,SubclassI,2.1.1.6,P
PERERE-2|ClassI|LINE|Jockey,gypsy,,
Copia-111_BRa-I|ClassI|LTR|Copia,DIRS,1.1.1,Copia
PERERE-7|ClassI|LINE|Jockey,Jockey,,
Perere_Smed|ClassI|PLE|Penelope,gypsy,2.1.1.6,P
Pifo_LTR|ClassI|LTR|Gypsy,gypsy,1.1.2,gypsy
PIF_Harbinger-1_PB|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,1.4.5,I
PIF_Harbinger-2_EmiHux|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,1.4.5,I
PIF_Harbinger-4_PI|ClassII|TIR|PIF-Harbinger,PIF-Harbinger,1.4.5,I
piggyBac-10_PI|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-11_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-12_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-13_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
Copia-111_SB-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBac-15_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-16_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-19_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-1N1_XT|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-1_BF|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-1_DBi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-1_DR|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
PiggyBac-1_FraCyl|ClassII|TIR|Piggy,Merlin,1.4.5,I
piggyBac-1_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
PiggyBac-1_ParBra|ClassII|TIR|Piggy,SubclassI,1.4.5,I
Copia-112_CCri-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBac-1_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-20_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-22_SM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-27_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-2_CGi|ClassII|TIR|Piggy,SubclassI,1.4.5,I
PiggyBac-2_HM|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
PiggyBac-2_PI|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-30_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-3_DAn|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
PiggyBac-3_PI|ClassII|TIR|Piggy,SubclassI,1.4.5,I
Copia-113_AA-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBac-4_BF|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-4_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-5_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-5_PI|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-6_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-6_PR|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-7_PR|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-8_LMi|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-9_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-N10_DR|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
Copia-113_SB-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBac-N11_SP|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N13_SP|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-N1_CGi|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N1_HSal|ClassII|TIR|Piggy,SubclassI,1.4.5,I
PiggyBac-N1_SM|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N2_BF|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-N2_SP|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N3_NV|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-N5B_DR|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac-N5_SP|ClassII|TIR|Piggy,SubclassI,1.4.5,I
ATCOPIA43I|ClassI|LTR|Copia,Copia,,
Copia-114_BRa-LTR|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBac-N6_SP|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N8_DR|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBac-N9_SP|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac1_CI|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac3_CB|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBac6_CB|ClassII|TIR|Piggy,SubclassI,1.4.5,I
piggyBacA-1_DD|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-11_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-16_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-1_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
Copia-115_BRa-I|ClassI|LTR|Copia,Copia,1.1.1,Copia
piggyBacX-23_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-28_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-32_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
piggyBacX-37_CCri|ClassII|TIR|Piggy,PiggyBac,1.4.5,I
